0.5717,0.5531,0.5448,0.5661,0.5522,0.5569,0.5643,0.5513,0.5559,0.5606
0.5867,0.5941,0.6089,0.6089,0.5931,0.608,0.608,0.6006,0.6126,0.5941
0.5124,0.5513,0.568,0.5837,0.5763,0.5624,0.5698,0.5754,0.5809,0.5865
0.6154,0.5746,0.6107,0.608,0.6219,0.6154,0.608,0.6052,0.6144,0.6126
0.605,0.6152,0.5994,0.6235,0.6263,0.6569,0.642,0.6531,0.6504,0.668
0.6246,0.6385,0.6209,0.6487,0.6839,0.6941,0.6987,0.6996,0.7098,0.7006
0.5476,0.567,0.5652,0.5606,0.5643,0.5615,0.5652,0.5717,0.5689,0.5633
0.5941,0.5978,0.5904,0.6006,0.5922,0.6033,0.5876,0.5969,0.5996,0.6006
0.5569,0.542,0.5522,0.5781,0.5939,0.5763,0.5735,0.5856,0.5893,0.58
0.6209,0.6209,0.6181,0.6052,0.6052,0.6144,0.6098,0.5978,0.6089,0.6191
0.6281,0.5911,0.5967,0.6143,0.6485,0.6467,0.6615,0.6596,0.6606,0.667
0.6311,0.6302,0.6728,0.6515,0.6635,0.6709,0.6533,0.6681,0.6719,0.6894
0.5513,0.5698,0.5504,0.5689,0.5772,0.5615,0.5643,0.5606,0.5606,0.5809
0.5996,0.608,0.6228,0.5913,0.5904,0.6061,0.6061,0.6107,0.6015,0.6163
0.5578,0.5476,0.5587,0.5606,0.5726,0.5596,0.5893,0.5735,0.5754,0.5726
0.5737,0.6089,0.6144,0.6126,0.6172,0.6126,0.6052,0.608,0.5987,0.5969
0.6494,0.592,0.6031,0.63,0.6226,0.6374,0.6485,0.6569,0.6624,0.6624
0.5811,0.6533,0.6283,0.6543,0.6709,0.682,0.6848,0.6681,0.6978,0.683
0.5643,0.58,0.5587,0.5763,0.568,0.5569,0.5541,0.5587,0.5643,0.5578
0.5941,0.6154,0.6117,0.6126,0.6043,0.6172,0.6015,0.6015,0.6089,0.6209
0.5559,0.5402,0.5689,0.5633,0.5828,0.567,0.5744,0.5717,0.5781,0.5744
0.5783,0.6126,0.595,0.6163,0.5931,0.6144,0.6052,0.6274,0.6431,0.6061
0.593,0.6328,0.5948,0.6143,0.6439,0.6661,0.6587,0.6494,0.668,0.6457
0.6635,0.6376,0.6543,0.6246,0.6691,0.6719,0.6691,0.7024,0.695,0.6774
